,Description,Vente,Loc,Date_iso,Date_str,Lot,Img_urls,Auteur,Url_lot,Maison_encheres,Id,Fichiers_img,error,url
0,"COUPE EMAILLEE PAR VIEILLARD; FRANCE, BORDEAUX, XIXEME SIECLE",Art des terres d'Islam,Paris,2008-11-05,05 November 2008,112,['https://www.christies.com/img/LotImages/2008/PAR/2008_PAR_05552_0112_000(044234).jpg'],Vieillard,https://www.christies.com/en/lot/lot-5141077,Christies,Christies_2008-11-05_112,['Christies_2008-11-05_112_01.jpg'],,
1,"A FRENCH (VIEILLARD) POTTERY CHARGER; LATE 19TH CENTURY, IMPRESSED UPPERCASE MARK AND 1, BLACK PAINTED JVB MONOGRAM MARK, PAINTED D94 AND 33, A TRACE OF 889/3??","19th Century Furniture, Sculpture, Works of Art and         ",New York,2005-04-21,21 April 2005,689,['https://www.christies.com/img/LotImages/2005/NYR/2005_NYR_01504_0689_000(095742).jpg'],Vieillard,https://www.christies.com/en/lot/lot-4484697,Christies,Christies_2005-04-21_689,['Christies_2005-04-21_689_01.jpg'],,
2,"A PAIR OF FRENCH (VIEILLARD) POTTERY VASES; CIRCA 1880, SCRIPT JVB MONOGRAM MARK, IMPRESSED MODEL NUMBER 219, INCISED I, PAINTER'S 21, GILDER'S VN","19th Century Furniture, Sculpture, Works of Art and         ",New York,2005-04-21,21 April 2005,685,['https://www.christies.com/img/LotImages/2005/NYR/2005_NYR_01504_0685_000(095742).jpg'],Vieillard,https://www.christies.com/en/lot/lot-4484693,Christies,Christies_2005-04-21_685,['Christies_2005-04-21_685_01.jpg'],,
3,"A LARGE PAIR OF CHARGERS AND A FINE FOOTED TRAY; JULES VIEILLARD & CO, BORDEAUX, FRANCE, BEFORE 1895",Art of the Islamic and Indian Worlds Including Oriental Rugs and Carpets,London,2018-04-26,26 April 2018,234,"['https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15984_0234_000(a_large_pair_of_chargers_and_a_fine_footed_tray_jules_vieillard_co_bor083646).jpg', 'https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15984_0234_001(a_large_pair_of_chargers_and_a_fine_footed_tray_jules_vieillard_co_bor083653).jpg', 'https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15984_0234_002(a_large_pair_of_chargers_and_a_fine_footed_tray_jules_vieillard_co_bor083706).jpg', 'https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15984_0234_003(a_large_pair_of_chargers_and_a_fine_footed_tray_jules_vieillard_co_bor083719).jpg']",Vieillard,https://www.christies.com/en/lot/lot-6133275,Christies,Christies_2018-04-26_234,"['Christies_2018-04-26_234_01.jpg', 'Christies_2018-04-26_234_02.jpg', 'Christies_2018-04-26_234_03.jpg', 'Christies_2018-04-26_234_04.jpg']",,
4,"A PAIR OF FRENCH (VIEILLARD & CIE, BORDEAUX) FAIENCE BOTTLE VASES; CIRCA 1900, IMPRESSED MARKS",Christie's Interiors,London (South Kensington),2012-11-28,28 November 2012,586,['https://www.christies.com/img/LotImages/2012/CSK/2012_CSK_04463_0586_000(a_pair_of_french_faience_bottle_vases_circa_1900_impressed_marks114830).jpg'],Vieillard,https://www.christies.com/en/lot/lot-5632923,Christies,Christies_2012-11-28_586,['Christies_2012-11-28_586_01.jpg'],,
5,"A DOULTON LAMBETH STONEWARE VASE; DATED 1880, IMPRESSED INTERLACED D AND UPPERCASE MARK, INCISED 538","19th Century Furniture, Sculpture, Works of Art And Ceramics",New York,2008-04-09,09 April 2008,276,['https://www.christies.com/img/LotImages/2008/NYR/2008_NYR_01983_0276_000(033740).jpg'],Doulton,https://www.christies.com/en/lot/lot-5055917,Christies,Christies_2008-04-09_276,['Christies_2008-04-09_276_01.jpg'],,
6,"A PAIR OF TURQUOISE-GROUND EARTHENWARE FLATTENED MOON FLASKS,; 20TH CENTURY, POSSIBLY LONGWY",Christie's Interiors,New York,2011-02-09,09 February 2011,285,['https://www.christies.com/img/LotImages/2011/NYR/2011_NYR_02416_0285_000(a_pair_of_turquoise-ground_earthenware_flattened_moon_flasks_20th_cent023843).jpg'],Longwy,https://www.christies.com/en/lot/lot-5405383,Christies,Christies_2011-02-09_285,['Christies_2011-02-09_285_01.jpg'],,
7,LONGWY; COUPE CIRCULAIRE SUR PIÉDOUCHE,INTERIEURS                                                  ,Paris,2005-01-27,27 January 2005,80,['https://www.christies.com/img/LotImages/2005/PAR/2005_PAR_03035_0080_000(092701).jpg'],Longwy,https://www.christies.com/en/lot/lot-4436060,Christies,Christies_2005-01-27_80,['Christies_2005-01-27_80_01.jpg'],,
8,"A GILT-METAL MOUNTED LONGWY TURQUOISE-GROUND JARDINIERE; LATE 19TH CENTURY, IMPRESSED UPPERCASE MARK, 1033, 15 AND J, INCISED D 26","19th Century Furniture, Sculpture, Works of Art and Ceramics",New York,2006-10-24,24 October 2006,240,['https://www.christies.com/img/LotImages/2006/NYR/2006_NYR_01716_0240_000(125828).jpg'],Longwy,https://www.christies.com/en/lot/lot-4800418,Christies,Christies_2006-10-24_240,['Christies_2006-10-24_240_01.jpg'],,
9,"A WILLIAM DE MORGAN LARGE VASE; CIRCA 1890, TWO IMPRESSED TULIP MARKS, GREY PAINTED F.P MONOGRAM",The Collection of Sir Nicholas Goodison - British Art: Innovation and Craftsmanship,London,2022-05-25,25 May 2022,57,"['https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0057_000(a_william_de_morgan_large_vase_circa_1890_two_impressed_tulip_marks_gr_d6368392111743).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0057_001(a_william_de_morgan_large_vase_circa_1890_two_impressed_tulip_marks_gr_d6368392101839).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0057_002(a_william_de_morgan_large_vase_circa_1890_two_impressed_tulip_marks_gr_d6368392103824).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0057_003(a_william_de_morgan_large_vase_circa_1890_two_impressed_tulip_marks_gr_d6368392101848).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6368392,Christies,Christies_2022-05-25_57,"['Christies_2022-05-25_57_01.jpg', 'Christies_2022-05-25_57_02.jpg', 'Christies_2022-05-25_57_03.jpg', 'Christies_2022-05-25_57_04.jpg']",,
10,"WILLIAM DE MORGAN (1839-1917); An 'Iznik' tile panel, late 19th/early 20th century",The Ann and Gordon Getty Collection: Temple of Wings,New York,2023-06-14,14 June 2023,82,"['https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0082_000(william_de_morgan_an_iznik_tile_panel_late_19th_early_20th_century_d6426751041707).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0082_001(william_de_morgan_an_iznik_tile_panel_late_19th_early_20th_century_d6426751040119).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6426751,Christies,Christies_2023-06-14_82,"['Christies_2023-06-14_82_01.jpg', 'Christies_2023-06-14_82_02.jpg']",,
11,"A WILLIAM DE MORGAN DOUBLE GOURD VASE; CIRCA 1890, GREY PAINTED W.DE.MORGAN.& CO. FULHAM. MARK AND F.P MONOGRAM, TWO IMPRESSED TULIP MARKS, PAINTED NUMERALS 1035",The Collection of Sir Nicholas Goodison - British Art: Innovation and Craftsmanship,London,2022-05-25,25 May 2022,58,"['https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0058_000(a_william_de_morgan_double_gourd_vase_circa_1890_grey_painted_wdemorga103832).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0058_001(a_william_de_morgan_double_gourd_vase_circa_1890_grey_painted_wdemorga111751).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0058_002(a_william_de_morgan_double_gourd_vase_circa_1890_grey_painted_wdemorga111759).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6368393,Christies,Christies_2022-05-25_58,"['Christies_2022-05-25_58_01.jpg', 'Christies_2022-05-25_58_02.jpg', 'Christies_2022-05-25_58_03.jpg']",,
12,"A WILLIAM DE MORGAN LARGE BOTTLE VASE; CIRCA 1900, GREY PAINTED DIP FULHAM MARK",The Collection of Sir Nicholas Goodison - British Art: Innovation and Craftsmanship,London,2022-05-25,25 May 2022,61,"['https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0061_000(a_william_de_morgan_large_bottle_vase_circa_1900_grey_painted_dip_fulh101908).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0061_001(a_william_de_morgan_large_bottle_vase_circa_1900_grey_painted_dip_fulh101916).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6368396,Christies,Christies_2022-05-25_61,"['Christies_2022-05-25_61_01.jpg', 'Christies_2022-05-25_61_02.jpg']",,
13,"WILLIAM DE MORGAN (1839-1917); A large 'Persian' rice dish, late 19th century",The Ann and Gordon Getty Collection: Temple of Wings,New York,2023-06-14,14 June 2023,3,"['https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0003_000(william_de_morgan_a_large_persian_rice_dish_late_19th_century033838).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0003_001(william_de_morgan_a_large_persian_rice_dish_late_19th_century033846).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0003_002(william_de_morgan_a_large_persian_rice_dish_late_19th_century033851).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0003_003(william_de_morgan_a_large_persian_rice_dish_late_19th_century033859).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6426672,Christies,Christies_2023-06-14_3,"['Christies_2023-06-14_3_01.jpg', 'Christies_2023-06-14_3_02.jpg', 'Christies_2023-06-14_3_03.jpg', 'Christies_2023-06-14_3_04.jpg']",,
14,"WILLIAM DE MORGAN (1839-1917); A 'Persian' punch bowl, circa 1898-1907",The Ann and Gordon Getty Collection: Temple of Wings,New York,2023-06-14,14 June 2023,1,"['https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0001_000(william_de_morgan_a_persian_punch_bowl_circa_1898-1907033746).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0001_001(william_de_morgan_a_persian_punch_bowl_circa_1898-1907033751).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0001_002(william_de_morgan_a_persian_punch_bowl_circa_1898-1907033757).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0001_003(william_de_morgan_a_persian_punch_bowl_circa_1898-1907033805).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0001_004(william_de_morgan_a_persian_punch_bowl_circa_1898-1907033813).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6426670,Christies,Christies_2023-06-14_1,"['Christies_2023-06-14_1_01.jpg', 'Christies_2023-06-14_1_02.jpg', 'Christies_2023-06-14_1_03.jpg', 'Christies_2023-06-14_1_04.jpg', 'Christies_2023-06-14_1_05.jpg']",,
15,"A WILLIAM DE MORGAN VASE AND COVER; CIRCA 1890, BLACK PAINTED W DE MORGAN FULHAM MARK AND X, J.J. MONOGRAM MARK",The Collection of Sir Nicholas Goodison - British Art: Innovation and Craftsmanship,London,2022-05-25,25 May 2022,59,"['https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0059_000(a_william_de_morgan_vase_and_cover_circa_1890_black_painted_w_de_morga103840).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0059_001(a_william_de_morgan_vase_and_cover_circa_1890_black_painted_w_de_morga103847).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0059_002(a_william_de_morgan_vase_and_cover_circa_1890_black_painted_w_de_morga111808).jpg', 'https://www.christies.com/img/LotImages/2022/CKS/2022_CKS_21043_0059_003(a_william_de_morgan_vase_and_cover_circa_1890_black_painted_w_de_morga111819).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6368394,Christies,Christies_2022-05-25_59,"['Christies_2022-05-25_59_01.jpg', 'Christies_2022-05-25_59_02.jpg', 'Christies_2022-05-25_59_03.jpg', 'Christies_2022-05-25_59_04.jpg']",,
16,"THREE WILLIAM DE MORGAN FRAMED TILE PANELS; LATE 19TH CENTURY, VARIOUS IMPRESSED FACTORY MARKS",An Aesthetic Odyssey: The Peter Rose and Albert Gallichan Collection,London,2021-09-30,30 September 2021,300,"['https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0300_000(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100702).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0300_001(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100714).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0300_002(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100728).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0300_003(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i103402).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0300_004(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i103419).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0300_005(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i103433).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0300_006(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i103446).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0300_000(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100702).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6336472,Christies,Christies_2021-09-30_300,"['Christies_2021-09-30_300_01.jpg', 'Christies_2021-09-30_300_02.jpg', 'Christies_2021-09-30_300_03.jpg', 'Christies_2021-09-30_300_04.jpg', 'Christies_2021-09-30_300_05.jpg', 'Christies_2021-09-30_300_06.jpg', 'Christies_2021-09-30_300_07.jpg', 'Christies_2021-09-30_300_08.jpg']",,
17,"THREE WILLIAM DE MORGAN FRAMED TILE PANELS; LATE 19TH CENTURY, VARIOUS IMPRESSED FACTORY MARKS",An Aesthetic Odyssey: The Peter Rose and Albert Gallichan Collection,London,2021-09-30,30 September 2021,289,"['https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0289_000(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100153).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0289_001(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100205).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0289_002(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100212).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0289_003(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100220).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0289_004(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100232).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0289_005(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100243).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0289_006(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100255).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0289_000(three_william_de_morgan_framed_tile_panels_late_19th_century_various_i100153).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6336460,Christies,Christies_2021-09-30_289,"['Christies_2021-09-30_289_01.jpg', 'Christies_2021-09-30_289_02.jpg', 'Christies_2021-09-30_289_03.jpg', 'Christies_2021-09-30_289_04.jpg', 'Christies_2021-09-30_289_05.jpg', 'Christies_2021-09-30_289_06.jpg', 'Christies_2021-09-30_289_07.jpg', 'Christies_2021-09-30_289_08.jpg']",,
18,"WILLIAM DE MORGAN (1839-1917); Two 'Persian' small plates, late 19th century",The Ann and Gordon Getty Collection: Temple of Wings,New York,2023-06-14,14 June 2023,4,"['https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0004_000(william_de_morgan_two_persian_small_plates_late_19th_century033902).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0004_001(william_de_morgan_two_persian_small_plates_late_19th_century033908).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0004_002(william_de_morgan_two_persian_small_plates_late_19th_century033913).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0004_003(william_de_morgan_two_persian_small_plates_late_19th_century033918).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0004_004(william_de_morgan_two_persian_small_plates_late_19th_century033925).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0004_005(william_de_morgan_two_persian_small_plates_late_19th_century033931).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0004_006(william_de_morgan_two_persian_small_plates_late_19th_century033936).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6426673,Christies,Christies_2023-06-14_4,"['Christies_2023-06-14_4_01.jpg', 'Christies_2023-06-14_4_02.jpg', 'Christies_2023-06-14_4_03.jpg', 'Christies_2023-06-14_4_04.jpg', 'Christies_2023-06-14_4_05.jpg', 'Christies_2023-06-14_4_06.jpg', 'Christies_2023-06-14_4_07.jpg']",,
19,"WILLIAM DE MORGAN (1839-1917); A 'Persian' small rice dish, late 19th century",The Ann and Gordon Getty Collection: Aesthetic Decoration from Temple of Wings,Online,2023-06-15,15 June 2023,261,"['https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_21107_0261_000(william_de_morgan_a_persian_small_rice_dish_late_19th_century031618).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_21107_0261_002(william_de_morgan_a_persian_small_rice_dish_late_19th_century031618).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_21107_0261_001(william_de_morgan_a_persian_small_rice_dish_late_19th_century031618).jpg']",DeMorgan,https://onlineonly.christies.com/sso?objectid=21107.261&lotnumber=261,Christies,Christies_2023-06-15_261,"['Christies_2023-06-15_261_01.jpg', 'Christies_2023-06-15_261_02.jpg', 'Christies_2023-06-15_261_03.jpg']",,
20,"TWO WILLIAM DE MORGAN FRAMED TILE PANELS; LATE 19TH CENTURY, VARIOUS IMPRESSED FACTORY MARKS",An Aesthetic Odyssey: The Peter Rose and Albert Gallichan Collection,London,2021-09-30,30 September 2021,293,"['https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0293_000(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100304).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0293_001(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100331).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0293_002(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100342).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0293_003(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100355).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0293_004(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100408).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0293_000(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100304).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6336464,Christies,Christies_2021-09-30_293,"['Christies_2021-09-30_293_01.jpg', 'Christies_2021-09-30_293_02.jpg', 'Christies_2021-09-30_293_03.jpg', 'Christies_2021-09-30_293_04.jpg', 'Christies_2021-09-30_293_05.jpg', 'Christies_2021-09-30_293_06.jpg']",,
21,"TWO WILLIAM DE MORGAN FRAMED TILE PANELS; LATE 19TH CENTURY, VARIOUS IMPRESSED FACTORY MARKS",An Aesthetic Odyssey: The Peter Rose and Albert Gallichan Collection,London,2021-09-30,30 September 2021,294,"['https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0294_000(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100420).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0294_001(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100428).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0294_002(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100437).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0294_003(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100445).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0294_000(two_william_de_morgan_framed_tile_panels_late_19th_century_various_imp100420).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6336466,Christies,Christies_2021-09-30_294,"['Christies_2021-09-30_294_01.jpg', 'Christies_2021-09-30_294_02.jpg', 'Christies_2021-09-30_294_03.jpg', 'Christies_2021-09-30_294_04.jpg', 'Christies_2021-09-30_294_05.jpg']",,
22,"WILLIAM DE MORGAN (1839-1917); A 'Persian' plate, late 19th century",The Ann and Gordon Getty Collection: Temple of Wings,New York,2023-06-14,14 June 2023,2,"['https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0002_000(william_de_morgan_a_persian_plate_late_19th_century033820).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0002_001(william_de_morgan_a_persian_plate_late_19th_century033826).jpg', 'https://www.christies.com/img/LotImages/2023/NYR/2023_NYR_22125_0002_002(william_de_morgan_a_persian_plate_late_19th_century033831).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6426671,Christies,Christies_2023-06-14_2,"['Christies_2023-06-14_2_01.jpg', 'Christies_2023-06-14_2_02.jpg', 'Christies_2023-06-14_2_03.jpg']",,
23,"A WEDGWOOD CREAM-GLAZED EARTHENWARE LUSTRE CHARGER; CIRCA 1930, IMPRESSED WEDGWOOD MARK, BLACK PAINTED C4935/B",An Aesthetic Odyssey: The Peter Rose and Albert Gallichan Collection,London,2021-09-30,30 September 2021,2,"['https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0002_000(a_wedgwood_cream-glazed_earthenware_lustre_charger_circa_1930_impresse085528).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0002_001(a_wedgwood_cream-glazed_earthenware_lustre_charger_circa_1930_impresse085537).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0002_002(a_wedgwood_cream-glazed_earthenware_lustre_charger_circa_1930_impresse085550).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6336175,Christies,Christies_2021-09-30_2,"['Christies_2021-09-30_2_01.jpg', 'Christies_2021-09-30_2_02.jpg', 'Christies_2021-09-30_2_03.jpg']",,
24,"A WILLIAM DE MORGAN FRAMED TILE PANEL; LATE 19TH CENTURY, IMPRESSED SANDS END FACTORY MARK",An Aesthetic Odyssey: The Peter Rose and Albert Gallichan Collection,London,2021-09-30,30 September 2021,296,"['https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0296_000(a_william_de_morgan_framed_tile_panel_late_19th_century_impressed_sand100604).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0296_001(a_william_de_morgan_framed_tile_panel_late_19th_century_impressed_sand100613).jpg', 'https://www.christies.com/img/LotImages/2021/CKS/2021_CKS_20038_0296_000(a_william_de_morgan_framed_tile_panel_late_19th_century_impressed_sand100604).jpg']",DeMorgan,https://www.christies.com/en/lot/lot-6336468,Christies,Christies_2021-09-30_296,"['Christies_2021-09-30_296_01.jpg', 'Christies_2021-09-30_296_02.jpg', 'Christies_2021-09-30_296_03.jpg']",,
25,"WILLIAM DE MORGAN (1839-1917); A VASE, CIRCA 1890",Historical Design,London,2017-10-18,18 October 2017,156,['https://www.christies.com/img/LotImages/2017/CKS/2017_CKS_14454_0156_000(william_de_morgan_a_vase_circa_1890063351).jpg'],DeMorgan,https://www.christies.com/en/lot/lot-6103317,Christies,Christies_2017-10-18_156,['Christies_2017-10-18_156_01.jpg'],,
26,A WILLIAM DE MORGAN (1839-1917) PAINTED AND GLAZED CERAMIC TILE PANEL; LATE 19TH CENTURY,Interiors,London (South Kensington),2017-06-14,14 June 2017,186,['https://www.christies.com/img/LotImages/2017/CSK/2017_CSK_14408_0186_000(a_william_de_morgan_painted_and_glazed_ceramic_tile_panel_late_19th_ce080115).jpg'],DeMorgan,https://www.christies.com/en/lot/lot-6085119,Christies,Christies_2017-06-14_186,['Christies_2017-06-14_186_01.jpg'],,
27,"WILLIAM DE MORGAN (1839- 1917); TWIN-HANDLED VASE, MERTON ABBEY PERIOD 1882-88",20th Century Decorative Art & Design,London,2010-10-26,26 October 2010,11,['https://www.christies.com/img/LotImages/2010/CKS/2010_CKS_07875_0011_000(william_de_morgan_twin-handled_vase_merton_abbey_period_1882-88014037).jpg'],DeMorgan,https://www.christies.com/en/lot/lot-5363552,Christies,Christies_2010-10-26_11,['Christies_2010-10-26_11_01.jpg'],,
28,A WILLIAM DE MORGAN PERSIAN PATTERN PANEL OF THIRY-TWO SIX INCH CERAMIC TILES; 1898,Christie's Interiors - Masters & Makers,London (South Kensington),2012-06-19,19 June 2012,461,['https://www.christies.com/img/LotImages/2012/CSK/2012_CSK_06217_0461_000(a_william_de_morgan_persian_pattern_panel_of_thiry-two_six_inch_cerami110104).jpg'],DeMorgan,https://www.christies.com/en/lot/lot-5581068,Christies,Christies_2012-06-19_461,['Christies_2012-06-19_461_01.jpg'],,
29,"A WILLIAM DE MORGAN PART PANEL OF THREE EIGHT-INCH TILES; LATE 19TH CENTURY, PROBABLY FULHAM PERIOD",Christie's Interiors,London (South Kensington),2016-03-16,16 March 2016,286,['https://www.christies.com/img/LotImages/2016/CSK/2016_CSK_12034_0286_000(a_william_de_morgan_part_panel_of_three_eight-inch_tiles_late_19th_cen010617).jpg'],DeMorgan,https://www.christies.com/en/lot/lot-5977387,Christies,Christies_2016-03-16_286,['Christies_2016-03-16_286_01.jpg'],,
30,A WILLIAM DE MORGAN (1839 -1917) CERAMIC  VASE; LATE 19TH CENTURY,Christie's Interiors - Style & Spirit Paul Reeves & The House Beautiful,London (South Kensington),2013-06-12,12 June 2013,601,['https://www.christies.com/img/LotImages/2013/CSK/2013_CSK_09945_0601_000(a_william_de_morgan_ceramic_vase_late_19th_century061501).jpg'],DeMorgan,https://www.christies.com/en/lot/lot-5695691,Christies,Christies_2013-06-12_601,['Christies_2013-06-12_601_01.jpg'],,
31,A WILLIAM DE MORGAN 'PERSIAN' PATTERN NINE-INCH CERAMIC TILE; LATE 19TH CENTURY,Christie's Interiors - Masters & Makers,London (South Kensington),2012-06-19,19 June 2012,469,['https://www.christies.com/img/LotImages/2012/CSK/2012_CSK_06217_0469_000(a_william_de_morgan_persian_pattern_nine-inch_ceramic_tile_late_19th_c090740).jpg'],DeMorgan,https://www.christies.com/en/lot/lot-5581076,Christies,Christies_2012-06-19_469,['Christies_2012-06-19_469_01.jpg'],,
