titre	auteur	date	technique	lien	system_id	localisation	num_inventaire	image_url
Plat au vase de tulipes bleues et rosettes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501261	04-501261	Ecouen, musée national de la Renaissance	E.Cl.8198	https://images.grandpalaisrmn.fr/thumb.php/01228008.jpg?ID=259797
Plat aux motifs trilobés			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502258	04-502258	Ecouen, musée national de la Renaissance	E.Cl.8281	https://images.grandpalaisrmn.fr/thumb.php/01228006.jpg?ID=1268280
Grand plat au bouquet double			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501196	04-501196	Ecouen, musée national de la Renaissance	E.Cl.8102	https://images.grandpalaisrmn.fr/thumb.php/01224936.jpg?ID=1271569
Plat au bouquet tournoyant			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502193	04-502193	Ecouen, musée national de la Renaissance	E.Cl.8121	https://images.grandpalaisrmn.fr/thumb.php/01224901.jpg?ID=674445
Plat aux grands fleurons			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502267	04-502267	Ecouen, musée national de la Renaissance	E.Cl.8287	https://images.grandpalaisrmn.fr/thumb.php/01223364.jpg?ID=914937
Plat à la grande feuille saz, tulipe et jacinthes			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501270	04-501270	Ecouen, musée national de la Renaissance	E.Cl.8224	https://images.grandpalaisrmn.fr/thumb.php/01223363.jpg?ID=785646
Plat à la grande feuille sâz		1585	siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501214	04-501214	Ecouen, musée national de la Renaissance	E.Cl.8147	https://images.grandpalaisrmn.fr/thumb.php/01221846.jpg?ID=1343176
Plat à la mandorle rouge			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502211	04-502211	Ecouen, musée national de la Renaissance	E.Cl.8137	https://images.grandpalaisrmn.fr/thumb.php/01221813.jpg?ID=1312491
Plat aux deux plumeaux			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502106	04-502106	Ecouen, musée national de la Renaissance	E.Cl.8106	https://images.grandpalaisrmn.fr/thumb.php/01217160.jpg?ID=1512083
Plat à la grande palme perlée			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501404	04-501404	Ecouen, musée national de la Renaissance	E.Cl.8479	https://images.grandpalaisrmn.fr/thumb.php/01214087.jpg?ID=615011
Plat au bouquet et au plumeau			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501395	04-501395	Ecouen, musée national de la Renaissance	E.Cl.9611	https://images.grandpalaisrmn.fr/thumb.php/01212547.jpg?ID=1272045
Plat aux quatre médaillons			gold highlights,painted,siliceous ceramics,glaze, gold highlights, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502392	04-502392	Ecouen, musée national de la Renaissance	DS2580	https://images.grandpalaisrmn.fr/thumb.php/01212546.jpg?ID=769079
Plat à décor de navire à trois mâts et voiles bleues			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501761	04-501761	Ecouen, musée national de la Renaissance	E.Cl.8349	https://images.grandpalaisrmn.fr/thumb.php/01203192.jpg?ID=1314015
Hanap aux quinze barques sur fond gris			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502052	04-502052	Ecouen, musée national de la Renaissance	E.Cl.8406	https://images.grandpalaisrmn.fr/thumb.php/01198476.jpg?ID=1534362
Pichet aux grenades et rosettes à trois pétales			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502044	04-502044	Ecouen, musée national de la Renaissance	E.Cl.8401	https://images.grandpalaisrmn.fr/thumb.php/01196944.jpg?ID=1235326
Plat aux quatre pampres rouges			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502026	04-502026	Ecouen, musée national de la Renaissance	E.Cl.8306	https://images.grandpalaisrmn.fr/thumb.php/01195322.jpg?ID=1469617
Plat à l'étoile de Salomon			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502007	04-502007	Ecouen, musée national de la Renaissance	E.Cl.8257	https://images.grandpalaisrmn.fr/thumb.php/01193747.jpg?ID=481918
Grand bol au médaillon noir			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502033	04-502033	Ecouen, musée national de la Renaissance	E.Cl.8392	https://images.grandpalaisrmn.fr/thumb.php/01186012.jpg?ID=264216
Plat à la mandorle et au plumeau			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502069	04-502069	Ecouen, musée national de la Renaissance	E.Cl.8452	https://images.grandpalaisrmn.fr/thumb.php/01184480.jpg?ID=314499
Plat au médaillon meublé d'un bouquet entre des tiges de roses et de jacinthes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/05-521955	05-521955	Ecouen, musée national de la Renaissance	E.Cl.8270	https://images.grandpalaisrmn.fr/thumb.php/01182918.jpg?ID=1117341
Plat à décor de plumeaux et trois sequins			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502015	04-502015	Ecouen, musée national de la Renaissance	E.Cl.8276	https://images.grandpalaisrmn.fr/thumb.php/01182896.jpg?ID=861542
Plat au médaillon et au rinceau de demi-fleurons			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502078	04-502078	Ecouen, musée national de la Renaissance	E.Cl.8487	https://images.grandpalaisrmn.fr/thumb.php/01179774.jpg?ID=602658
Plat aux quatre grenades			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502375	04-502375	Ecouen, musée national de la Renaissance	E.Cl.9419	https://images.grandpalaisrmn.fr/thumb.php/01175137.jpg?ID=1433740
Plat au bouquet léger			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501378	04-501378	Ecouen, musée national de la Renaissance	E.Cl.9590	https://images.grandpalaisrmn.fr/thumb.php/01175132.jpg?ID=612209
Plat aux deux palmes formant entrelacs			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502339	04-502339	Ecouen, musée national de la Renaissance	E.Cl.8508	https://images.grandpalaisrmn.fr/thumb.php/01173600.jpg?ID=800340
Plat à décor floral			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501342	04-501342	Ecouen, musée national de la Renaissance	E.Cl.8476	https://images.grandpalaisrmn.fr/thumb.php/01173595.jpg?ID=249351
Plat aux écailles vertes et bleues			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502348	04-502348	Ecouen, musée national de la Renaissance	E.Cl.8523	https://images.grandpalaisrmn.fr/thumb.php/01172075.jpg?ID=1207320
Plat en forme de coupe			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501351	04-501351	Ecouen, musée national de la Renaissance	E.Cl.8515	https://images.grandpalaisrmn.fr/thumb.php/01172074.jpg?ID=1115269
Plat aux fleurs blanches et oeillets rouges sur fond bleu lavande			painted,siliceous ceramics,glaze,200857, painted, siliceous ceramics, glaze, 200857	https://images.grandpalaisrmn.fr/ark:/36255/04-502357	04-502357	Ecouen, musée national de la Renaissance	E.Cl.8549	https://images.grandpalaisrmn.fr/thumb.php/01170540.jpg?ID=1427821
Coupe aux fleurons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501360	04-501360	Ecouen, musée national de la Renaissance	E.Cl.9305	https://images.grandpalaisrmn.fr/thumb.php/01170538.jpg?ID=249092
Plat aux deux branches fleuries entrecroisées			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502366	04-502366	Ecouen, musée national de la Renaissance	E.Cl.8282	https://images.grandpalaisrmn.fr/thumb.php/01169051.jpg?ID=1310043
Plat à la grande feuille saz recourbée formant fleuron			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501369	04-501369	Ecouen, musée national de la Renaissance	E.Cl.9576	https://images.grandpalaisrmn.fr/thumb.php/01169017.jpg?ID=263285
Grand plat aux grandes tiges ondulantes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502249	04-502249	Ecouen, musée national de la Renaissance	E.Cl.8220	https://images.grandpalaisrmn.fr/thumb.php/01164418.jpg?ID=268748
Plat à la rosace et aux quatre oiseaux		1650	siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501252	04-501252	Ecouen, musée national de la Renaissance	E.Cl.8189	https://images.grandpalaisrmn.fr/thumb.php/01164417.jpg?ID=269592
Plat aux oeillets et tulipes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502221	04-502221	Ecouen, musée national de la Renaissance	E.Cl.8152	https://images.grandpalaisrmn.fr/thumb.php/01162891.jpg?ID=685010
Plat aux quatre oeillets et à la grande feuille saz			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501224	04-501224	Ecouen, musée national de la Renaissance	E.Cl.8166	https://images.grandpalaisrmn.fr/thumb.php/01162886.jpg?ID=1349839
Plat aux roses et tulipes mouchetées de rouge entrelacées		1580	siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501243	04-501243	Ecouen, musée national de la Renaissance	E.Cl.8143	https://images.grandpalaisrmn.fr/thumb.php/01161357.jpg?ID=752145
Plat au bouquet de rosettes dans un vase			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502240	04-502240	Ecouen, musée national de la Renaissance	E.Cl.8210	https://images.grandpalaisrmn.fr/thumb.php/01161355.jpg?ID=1508449
Plat aux trois fleurons et quatre feuilles sâz			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502194	04-502194	Ecouen, musée national de la Renaissance	E.Cl.8122	https://images.grandpalaisrmn.fr/thumb.php/01159846.jpg?ID=252511
Grand plat au bouquet double			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501197	04-501197	Ecouen, musée national de la Renaissance	E.Cl.8102	https://images.grandpalaisrmn.fr/thumb.php/01159810.jpg?ID=257980
Plat au marli fleuri			siliceous ceramics,glaze,painted,200407, siliceous ceramics, glaze, painted, 200407	https://images.grandpalaisrmn.fr/ark:/36255/04-502285	04-502285	Ecouen, musée national de la Renaissance	E.Cl.8329	https://images.grandpalaisrmn.fr/thumb.php/01158294.jpg?ID=605431
Plat au bouquet de cinq fleurettes entre deux palmes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501288	04-501288	Ecouen, musée national de la Renaissance	E.Cl.8314	https://images.grandpalaisrmn.fr/thumb.php/01158292.jpg?ID=1205140
Plat aux cinq branches fleuries ondulantes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502276	04-502276	Ecouen, musée national de la Renaissance	E.Cl.8315	https://images.grandpalaisrmn.fr/thumb.php/01156757.jpg?ID=617119
Plat au lambrequin			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501279	04-501279	Ecouen, musée national de la Renaissance	E.Cl.8284	https://images.grandpalaisrmn.fr/thumb.php/01156756.jpg?ID=992961
Plat à la frise d'animaux passant sur le marli			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501798	04-501798	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/01152116.jpg?ID=901347
Plat aux nuages			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501916	04-501916	Ecouen, musée national de la Renaissance	E.Cl.8491	https://images.grandpalaisrmn.fr/thumb.php/01148986.jpg?ID=681934
Plat à fond rouge			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501943	04-501943	Ecouen, musée national de la Renaissance	E.Cl.21117	https://images.grandpalaisrmn.fr/thumb.php/01147435.jpg?ID=1314949
Plat au bouquet de tulipes et d'oeillets			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501979	04-501979	Ecouen, musée national de la Renaissance	E.Cl.8196	https://images.grandpalaisrmn.fr/thumb.php/01145909.jpg?ID=874403
Plat aux oeillets, tulipes et grandes fleurs bleues			siliceous ceramics,painted,glaze,gold highlights, siliceous ceramics, painted, glaze, gold highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-501970	04-501970	Ecouen, musée national de la Renaissance	E.Cl.8123	https://images.grandpalaisrmn.fr/thumb.php/01144369.jpg?ID=1514162
Plat aux tulipes bleues			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502068	04-502068	Ecouen, musée national de la Renaissance	E.Cl.8449	https://images.grandpalaisrmn.fr/thumb.php/01142775.jpg?ID=1299341
Pichet aux tiges de tulipes et rosettes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502042	04-502042	Ecouen, musée national de la Renaissance	E.Cl.8399	https://images.grandpalaisrmn.fr/thumb.php/01141222.jpg?ID=270051
Plat à la feuille d'érable			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502006	04-502006	Ecouen, musée national de la Renaissance	E.Cl.8256	https://images.grandpalaisrmn.fr/thumb.php/01139774.jpg?ID=1433951
Hanap à décor de zig-zag			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501915	04-501915	Ecouen, musée national de la Renaissance	E.Cl.8409	https://images.grandpalaisrmn.fr/thumb.php/01136709.jpg?ID=268571
Plat à la grande tige de jacinthe			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501978	04-501978	Ecouen, musée national de la Renaissance	E.Cl.8195	https://images.grandpalaisrmn.fr/thumb.php/01135184.jpg?ID=617837
Plat à marli chantourné aux tiges croisées			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501969	04-501969	Ecouen, musée national de la Renaissance	E.Cl.8117	https://images.grandpalaisrmn.fr/thumb.php/01132101.jpg?ID=997957
Pichet aux cyprès			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502111	04-502111	Ecouen, musée national de la Renaissance	E.Cl.9290	https://images.grandpalaisrmn.fr/thumb.php/01128820.jpg?ID=1470608
Plat à décor rayonnant avec rosette et lambrequins			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502093	04-502093	Ecouen, musée national de la Renaissance	E.Cl.8522	https://images.grandpalaisrmn.fr/thumb.php/01125693.jpg?ID=1464703
Plat aux branches de jacinthes formant coeur			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502248	04-502248	Ecouen, musée national de la Renaissance	E.Cl.8217	https://images.grandpalaisrmn.fr/thumb.php/01121076.jpg?ID=1129784
Plat à la rosace et aux quatre oiseaux		1650	painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501251	04-501251	Ecouen, musée national de la Renaissance	E.Cl.8189	https://images.grandpalaisrmn.fr/thumb.php/01121063.jpg?ID=1454895
Plat à la branche de sept tulipes			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501269	04-501269	Ecouen, musée national de la Renaissance	E.Cl.8223	https://images.grandpalaisrmn.fr/thumb.php/01119547.jpg?ID=1333409
Plat aux grands fleurons			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502266	04-502266	Ecouen, musée national de la Renaissance	E.Cl.8287	https://images.grandpalaisrmn.fr/thumb.php/01119545.jpg?ID=671942
Plat au vase			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502275	04-502275	Ecouen, musée national de la Renaissance	E.Cl.8305	https://images.grandpalaisrmn.fr/thumb.php/01118119.jpg?ID=263401
Plat aux quatre cyprès			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501278	04-501278	Ecouen, musée national de la Renaissance	E.Cl.8280	https://images.grandpalaisrmn.fr/thumb.php/01118117.jpg?ID=606897
Plat aux roses et tulipes mouchetées de rouge entrelacées		1580	glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501242	04-501242	Ecouen, musée national de la Renaissance	E.Cl.8143	https://images.grandpalaisrmn.fr/thumb.php/01116536.jpg?ID=813111
Plat au bouquet de tulipes bleues et de roses			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502239	04-502239	Ecouen, musée national de la Renaissance	E.Cl.8206	https://images.grandpalaisrmn.fr/thumb.php/01116503.jpg?ID=269832
Plat au vase de tulipes bleues et rosettes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501260	04-501260	Ecouen, musée national de la Renaissance	E.Cl.8198	https://images.grandpalaisrmn.fr/thumb.php/01114991.jpg?ID=758178
Plat au grand lambrequin			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502257	04-502257	Ecouen, musée national de la Renaissance	E.Cl.8269	https://images.grandpalaisrmn.fr/thumb.php/01114978.jpg?ID=270326
Plat à décor de bateau et nuages rouges			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501751	04-501751	Ecouen, musée national de la Renaissance	E.Cl.8341	https://images.grandpalaisrmn.fr/thumb.php/01108735.jpg?ID=861588
Plat à la grande feuille saz recourbée formant fleuron			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501368	04-501368	Ecouen, musée national de la Renaissance	E.Cl.9576	https://images.grandpalaisrmn.fr/thumb.php/01105638.jpg?ID=1046750
Grand plat aux lambrequins sur fond bleu lavande et marli rouge			siliceous ceramics,painted,glaze,200857, siliceous ceramics, painted, glaze, 200857	https://images.grandpalaisrmn.fr/ark:/36255/04-502365	04-502365	Ecouen, musée national de la Renaissance	E.Cl.8550	https://images.grandpalaisrmn.fr/thumb.php/01105636.jpg?ID=616837
Plat à décor floral			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501341	04-501341	Ecouen, musée national de la Renaissance	E.Cl.8476	https://images.grandpalaisrmn.fr/thumb.php/01104089.jpg?ID=1510470
Plat aux deux palmes formant entrelacs			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502338	04-502338	Ecouen, musée national de la Renaissance	E.Cl.8508	https://images.grandpalaisrmn.fr/thumb.php/01104088.jpg?ID=283974
Plat aux six branches fleuronnées à effet de lambrequin			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501932	04-501932	Ecouen, musée national de la Renaissance	E.Cl.9420	https://images.grandpalaisrmn.fr/thumb.php/01102532.jpg?ID=855662
Plat au sceau de Salomon			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501986	04-501986	Ecouen, musée national de la Renaissance	E.Cl.8232	https://images.grandpalaisrmn.fr/thumb.php/01101026.jpg?ID=752540
Grand plat au lambrequin bleu et rouge			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501950	04-501950	Ecouen, musée national de la Renaissance	E.Cl.8092	https://images.grandpalaisrmn.fr/thumb.php/01099454.jpg?ID=957186
Plat à la rosace sur fond de spirales			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501905	04-501905	Ecouen, musée national de la Renaissance	E.Cl.8293	https://images.grandpalaisrmn.fr/thumb.php/01097896.jpg?ID=797346
Plat aux quatre bouquets			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502346	04-502346	Ecouen, musée national de la Renaissance	E.Cl.8520	https://images.grandpalaisrmn.fr/thumb.php/01085566.jpg?ID=1469476
Plat aux roses rouges			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501349	04-501349	Ecouen, musée national de la Renaissance	E.Cl.8506	https://images.grandpalaisrmn.fr/thumb.php/01085565.jpg?ID=1136087
Plat à la biche bleue			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501841	04-501841	Ecouen, musée national de la Renaissance	E.Cl.9583	https://images.grandpalaisrmn.fr/thumb.php/01079325.jpg?ID=1418251
Plat à la frise d'animaux passant sur le marli			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501796	04-501796	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/01077796.jpg?ID=902775
Plat à marli festonné aux branches d'églantines			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502021	04-502021	Ecouen, musée national de la Renaissance	E.Cl.8298	https://images.grandpalaisrmn.fr/thumb.php/01076262.jpg?ID=1237377
Grand plat au médaillon gris-bleu			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502085	04-502085	Ecouen, musée national de la Renaissance	E.Cl.8504	https://images.grandpalaisrmn.fr/thumb.php/01074656.jpg?ID=266891
Pichet à décor de roses et d'oeillets			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502049	04-502049	Ecouen, musée national de la Renaissance	E.Cl.8404	https://images.grandpalaisrmn.fr/thumb.php/01073103.jpg?ID=1446660
Plat à la rosace et aux fleurons en réserve			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502076	04-502076	Ecouen, musée national de la Renaissance	E.Cl.8486	https://images.grandpalaisrmn.fr/thumb.php/01071554.jpg?ID=752678
Pichet aux tiges de tulipes et rosettes			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502040	04-502040	Ecouen, musée national de la Renaissance	E.Cl.8399	https://images.grandpalaisrmn.fr/thumb.php/01070029.jpg?ID=1350376
Plat aux dix festons			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501994	04-501994	Ecouen, musée national de la Renaissance	E.Cl.8244	https://images.grandpalaisrmn.fr/thumb.php/01068439.jpg?ID=253231
Pichet aux tulipes bleues et branches fleuries rouges			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502101	04-502101	Ecouen, musée national de la Renaissance	E.Cl.8542	https://images.grandpalaisrmn.fr/thumb.php/01066863.jpg?ID=1039297
Plat à décor rayonnant avec rosette et lambrequins			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502092	04-502092	Ecouen, musée national de la Renaissance	E.Cl.8522	https://images.grandpalaisrmn.fr/thumb.php/01065324.jpg?ID=1514009
Plat à décor de lion, lièvres et animaux fantastiques sur fond vert			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501773	04-501773	Ecouen, musée national de la Renaissance	E.Cl.8357	https://images.grandpalaisrmn.fr/thumb.php/01062175.jpg?ID=1415274
Plat à la rosace			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501884	04-501884	Ecouen, musée national de la Renaissance	E.Cl.8236	https://images.grandpalaisrmn.fr/thumb.php/01052818.jpg?ID=683574
Plat au bouquet symétrique et lambrequin			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502297	04-502297	Ecouen, musée national de la Renaissance	E.Cl.8422	https://images.grandpalaisrmn.fr/thumb.php/01051282.jpg?ID=1453229
Grand plat à décor de fleurs et palmes			glaze,siliceous ceramics,gold highlights,painted, glaze, siliceous ceramics, gold highlights, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501300	04-501300	Ecouen, musée national de la Renaissance	E.Cl.8331	https://images.grandpalaisrmn.fr/thumb.php/01051281.jpg?ID=1513521
Plat aux deux tulipes et trois oeillets			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502313	04-502313	Ecouen, musée national de la Renaissance	E.Cl.8453	https://images.grandpalaisrmn.fr/thumb.php/01049731.jpg?ID=1111880
Plat au fleuron entre deux tiges de roses et feuilles sâz			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501316	04-501316	Ecouen, musée national de la Renaissance	E.Cl.8413	https://images.grandpalaisrmn.fr/thumb.php/01049730.jpg?ID=1147196
