titre	auteur	date	technique	lien	system_id	localisation	num_inventaire	image_url
Plat aux écailles vertes et bleues atténuées de fleurons			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501366	04-501366	Ecouen, musée national de la Renaissance	E.Cl.9572	https://images.grandpalaisrmn.fr/thumb.php/00413971.jpg?ID=967556
Plat aux quatre fleurs			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501385	04-501385	Ecouen, musée national de la Renaissance	E.Cl.9600	https://images.grandpalaisrmn.fr/thumb.php/00412432.jpg?ID=263301
Plat au fleuron avec marli à décor de rosettes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502382	04-502382	Ecouen, musée national de la Renaissance	E.Cl.9602	https://images.grandpalaisrmn.fr/thumb.php/00412429.jpg?ID=1461848
Plat aux rosettes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502310	04-502310	Ecouen, musée national de la Renaissance	E.Cl.8443	https://images.grandpalaisrmn.fr/thumb.php/00410872.jpg?ID=892767
Plat aux deux grandes feuilles saz sinueuses			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501321	04-501321	Ecouen, musée national de la Renaissance	E.Cl.8431	https://images.grandpalaisrmn.fr/thumb.php/00409326.jpg?ID=1423302
Plat aux  branches d'oeillets			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502318	04-502318	Ecouen, musée national de la Renaissance	E.Cl.8472	https://images.grandpalaisrmn.fr/thumb.php/00409325.jpg?ID=1121619
Pichet aux animaux			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502372	04-502372	Ecouen, musée national de la Renaissance	E.Cl.9287	https://images.grandpalaisrmn.fr/thumb.php/00407794.jpg?ID=292644
Plat à la grande feuille saz			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501375	04-501375	Ecouen, musée national de la Renaissance	E.Cl.9581	https://images.grandpalaisrmn.fr/thumb.php/00407788.jpg?ID=618992
Plat au lambrequin et au bouquet symétrique			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502309	04-502309	Ecouen, musée national de la Renaissance	E.Cl.8438	https://images.grandpalaisrmn.fr/thumb.php/00406277.jpg?ID=453073
Plat au plumeau et trois sequins			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501393	04-501393	Ecouen, musée national de la Renaissance	E.Cl.9606	https://images.grandpalaisrmn.fr/thumb.php/00404751.jpg?ID=997955
Plat aux quatre médaillons			siliceous ceramics,glaze,gold highlights,painted, siliceous ceramics, glaze, gold highlights, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502390	04-502390	Ecouen, musée national de la Renaissance	DS2580	https://images.grandpalaisrmn.fr/thumb.php/00404750.jpg?ID=1061669
Plat aux rosettes et feuilles en réserve			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502003	04-502003	Ecouen, musée national de la Renaissance	E.Cl.8252	https://images.grandpalaisrmn.fr/thumb.php/00403185.jpg?ID=1459210
Plat aux grandes feuilles sâz symétriques			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502263	04-502263	Ecouen, musée national de la Renaissance	E.Cl.8285	https://images.grandpalaisrmn.fr/thumb.php/00400166.jpg?ID=1432991
Plat au grand fleuron entre deux feuilles recourbées			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501266	04-501266	Ecouen, musée national de la Renaissance	E.Cl.8218	https://images.grandpalaisrmn.fr/thumb.php/00400162.jpg?ID=1313530
Plat à marli chantourné aux grandes tiges de jacinthe, d'oeillet et de tulipe			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502191	04-502191	Ecouen, musée national de la Renaissance	E.Cl.8119	https://images.grandpalaisrmn.fr/thumb.php/00398659.jpg?ID=458443
Tondino à la palme bleue			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501194	04-501194	Ecouen, musée national de la Renaissance	E.Cl.8090	https://images.grandpalaisrmn.fr/thumb.php/00398622.jpg?ID=461541
Plat à marli chantourné à décor de grandes tiges fleuries croisées			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502210	04-502210	Ecouen, musée national de la Renaissance	E.Cl.8134	https://images.grandpalaisrmn.fr/thumb.php/00397070.jpg?ID=287496
Plat à la grande feuille meublée d'une branche fleurie		1565	siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501213	04-501213	Ecouen, musée national de la Renaissance	E.Cl.8142	https://images.grandpalaisrmn.fr/thumb.php/00397068.jpg?ID=610166
Plat aux branches de jacinthes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501285	04-501285	Ecouen, musée national de la Renaissance	E.Cl.8308	https://images.grandpalaisrmn.fr/thumb.php/00395605.jpg?ID=259008
Plat au marli fleuri			siliceous ceramics,glaze,painted,200407, siliceous ceramics, glaze, painted, 200407	https://images.grandpalaisrmn.fr/ark:/36255/04-502282	04-502282	Ecouen, musée national de la Renaissance	E.Cl.8329	https://images.grandpalaisrmn.fr/thumb.php/00395568.jpg?ID=992642
Plat à la grande mandorle festonnée			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502218	04-502218	Ecouen, musée national de la Renaissance	E.Cl.8144	https://images.grandpalaisrmn.fr/thumb.php/00394036.jpg?ID=1422935
Plat aux oeillets et à la grande feuille sâz		1575	siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501221	04-501221	Ecouen, musée national de la Renaissance	E.Cl.8161	https://images.grandpalaisrmn.fr/thumb.php/00394034.jpg?ID=451757
Plat au médaillon meublé d'un rinceau de demi-fleurons			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501887	04-501887	Ecouen, musée national de la Renaissance	E.Cl.8241	https://images.grandpalaisrmn.fr/thumb.php/00376984.jpg?ID=644221
Plat signé Hasan			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501825	04-501825	Ecouen, musée national de la Renaissance	E.Cl.8379	https://images.grandpalaisrmn.fr/thumb.php/00375434.jpg?ID=1481616
Plat à décor d'homme à tête zoomorphe			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501834	04-501834	Ecouen, musée national de la Renaissance	E.Cl.8391	https://images.grandpalaisrmn.fr/thumb.php/00372352.jpg?ID=1270671
Plat à décor de lion, panthère, lièvre et chiens			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501768	04-501768	Ecouen, musée national de la Renaissance	E.Cl.8356	https://images.grandpalaisrmn.fr/thumb.php/00370803.jpg?ID=259419
Plat aux deux palmes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502184	04-502184	Ecouen, musée national de la Renaissance	E.Cl.8109	https://images.grandpalaisrmn.fr/thumb.php/00366158.jpg?ID=507259
Tondino à décor floral			glaze,gold highlights,painted,siliceous ceramics, glaze, gold highlights, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501187	04-501187	Ecouen, musée national de la Renaissance	E.Cl.8087	https://images.grandpalaisrmn.fr/thumb.php/00366153.jpg?ID=458757
Plat au bouquet retenu par deux agrafes			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502130	04-502130	Ecouen, musée national de la Renaissance	DS2430	https://images.grandpalaisrmn.fr/thumb.php/00364597.jpg?ID=272033
Coupe à pied à décor d'écailles			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501912	04-501912	Ecouen, musée national de la Renaissance	E.Cl.8395	https://images.grandpalaisrmn.fr/thumb.php/00363119.jpg?ID=668756
Plat au médaillon vert sur fond de spirales			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501903	04-501903	Ecouen, musée national de la Renaissance	E.Cl.8292	https://images.grandpalaisrmn.fr/thumb.php/00359922.jpg?ID=521722
Plat aux fleurs			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/05-523416	05-523416	Ecouen, musée national de la Renaissance	E.Cl.8332	https://images.grandpalaisrmn.fr/thumb.php/00356890.jpg?ID=489656
Plat à décor de bateau à voiles carrées			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501750	04-501750	Ecouen, musée national de la Renaissance	E.Cl.8340	https://images.grandpalaisrmn.fr/thumb.php/00352250.jpg?ID=1127562
Plat au lion attaquant une antilope			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501786	04-501786	Ecouen, musée national de la Renaissance	E.Cl.8359	https://images.grandpalaisrmn.fr/thumb.php/00350694.jpg?ID=257856
Plat à marli chantourné à décor de grandes tiges fleuries croisées			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502209	04-502209	Ecouen, musée national de la Renaissance	E.Cl.8134	https://images.grandpalaisrmn.fr/thumb.php/00346034.jpg?ID=743170
Plat aux trois feuilles saz		1590	glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501212	04-501212	Ecouen, musée national de la Renaissance	E.Cl.8138	https://images.grandpalaisrmn.fr/thumb.php/00346028.jpg?ID=1431401
Plat aux neuf bouquets de tulipes			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502290	04-502290	Ecouen, musée national de la Renaissance	E.Cl.8416	https://images.grandpalaisrmn.fr/thumb.php/00344539.jpg?ID=257034
Plat à la grande feuille saz			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501293	04-501293	Ecouen, musée national de la Renaissance	DS2577	https://images.grandpalaisrmn.fr/thumb.php/00344538.jpg?ID=1515966
Plat à la rosace			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501275	04-501275	Ecouen, musée national de la Renaissance	E.Cl.8248	https://images.grandpalaisrmn.fr/thumb.php/00343016.jpg?ID=268618
Plat aux branches de jacinthes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502272	04-502272	Ecouen, musée national de la Renaissance	E.Cl.8295	https://images.grandpalaisrmn.fr/thumb.php/00343012.jpg?ID=1055247
Plat au lambrequin et au bouquet symétrique			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502308	04-502308	Ecouen, musée national de la Renaissance	E.Cl.8438	https://images.grandpalaisrmn.fr/thumb.php/00341462.jpg?ID=1309059
Tondino au marli fleuri			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501311	04-501311	Ecouen, musée national de la Renaissance	E.Cl.8339	https://images.grandpalaisrmn.fr/thumb.php/00341459.jpg?ID=464760
Plat aux quatre tulipes et aux trois roses			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502380	04-502380	Ecouen, musée national de la Renaissance	E.Cl.9575	https://images.grandpalaisrmn.fr/thumb.php/00339937.jpg?ID=1039453
Plat  aux quatre roses			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501383	04-501383	Ecouen, musée national de la Renaissance	E.Cl.9592	https://images.grandpalaisrmn.fr/thumb.php/00339934.jpg?ID=261544
Plat aux quatre médaillons			glaze,siliceous ceramics,gold highlights,painted, glaze, siliceous ceramics, gold highlights, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502389	04-502389	Ecouen, musée national de la Renaissance	DS2580	https://images.grandpalaisrmn.fr/thumb.php/00338396.jpg?ID=893987
Plat au plumeau et trois sequins			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501392	04-501392	Ecouen, musée national de la Renaissance	E.Cl.9606	https://images.grandpalaisrmn.fr/thumb.php/00338387.jpg?ID=1053642
Plat au grand cyprès vert			siliceous ceramics,painted,glaze,gold highlights, siliceous ceramics, painted, glaze, gold highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-501357	04-501357	Ecouen, musée national de la Renaissance	E.Cl.8545	https://images.grandpalaisrmn.fr/thumb.php/00336876.jpg?ID=1414632
Plat au bouquet de jacinthes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502354	04-502354	Ecouen, musée national de la Renaissance	E.Cl.8548	https://images.grandpalaisrmn.fr/thumb.php/00336874.jpg?ID=1094649
Plat aux écailles vertes et bleues atténuées de fleurons			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501365	04-501365	Ecouen, musée national de la Renaissance	E.Cl.9572	https://images.grandpalaisrmn.fr/thumb.php/00335331.jpg?ID=982314
Grand plat aux lambrequins sur fond bleu lavande et marli rouge			siliceous ceramics,glaze,painted,200407, siliceous ceramics, glaze, painted, 200407	https://images.grandpalaisrmn.fr/ark:/36255/04-502362	04-502362	Ecouen, musée national de la Renaissance	E.Cl.8550	https://images.grandpalaisrmn.fr/thumb.php/00335328.jpg?ID=932777
Plat à la rosace festonnée			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501877	04-501877	Ecouen, musée national de la Renaissance	E.Cl.8104	https://images.grandpalaisrmn.fr/thumb.php/00322909.jpg?ID=272430
Plat au médaillon coloré			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502083	04-502083	Ecouen, musée national de la Renaissance	E.Cl.8498	https://images.grandpalaisrmn.fr/thumb.php/00321345.jpg?ID=1433432
Plat à la grande feuille sâz sur fond bleu			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502020	04-502020	Ecouen, musée national de la Renaissance	E.Cl.8296	https://images.grandpalaisrmn.fr/thumb.php/00319801.jpg?ID=1512051
Plat à décor de bouquet avec agrafe		1610	glaze,gold highlights,painted,siliceous ceramics, glaze, gold highlights, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501177	04-501177	Ecouen, musée national de la Renaissance	E.Cl.21125	https://images.grandpalaisrmn.fr/thumb.php/00318240.jpg?ID=1087704
Plat au bouquet retenu par deux agrafes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502129	04-502129	Ecouen, musée national de la Renaissance	DS2430	https://images.grandpalaisrmn.fr/thumb.php/00316666.jpg?ID=1450754
Plat au médaillon			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501984	04-501984	Ecouen, musée national de la Renaissance	E.Cl.8222	https://images.grandpalaisrmn.fr/thumb.php/00315119.jpg?ID=616792
Grand plat à fond bleu cobalt			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501930	04-501930	Ecouen, musée national de la Renaissance	E.Cl.9304	https://images.grandpalaisrmn.fr/thumb.php/00313567.jpg?ID=605887
Plat à l'aiguière entre des tiges fleuries			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501840	04-501840	Ecouen, musée national de la Renaissance	E.Cl.8532	https://images.grandpalaisrmn.fr/thumb.php/00312005.jpg?ID=1315670
Plat à la frise d'animaux passant sur le marli			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501794	04-501794	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/00310451.jpg?ID=1039944
"Plat dit au ""jeune homme à la lettre"""			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501821	04-501821	Ecouen, musée national de la Renaissance	E.Cl.8374	https://images.grandpalaisrmn.fr/thumb.php/00308907.jpg?ID=1446937
Plat aux feuilles et branches fleuries en réserve			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501885	04-501885	Ecouen, musée national de la Renaissance	E.Cl.8239	https://images.grandpalaisrmn.fr/thumb.php/00307351.jpg?ID=1452804
Plat aux huit bouquets			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501876	04-501876	Ecouen, musée national de la Renaissance	E.Cl.8100	https://images.grandpalaisrmn.fr/thumb.php/00305804.jpg?ID=1429250
Plat aux longues tiges de tulipes et roses			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502029	04-502029	Ecouen, musée national de la Renaissance	E.Cl.8313	https://images.grandpalaisrmn.fr/thumb.php/00298119.jpg?ID=1352726
Grand plat à la feuille sâz sur fond de spirales			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502074	04-502074	Ecouen, musée national de la Renaissance	E.Cl.8484	https://images.grandpalaisrmn.fr/thumb.php/00296577.jpg?ID=850491
Plat aux tiges ondoyantes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502307	04-502307	Ecouen, musée national de la Renaissance	E.Cl.8435	https://images.grandpalaisrmn.fr/thumb.php/00290329.jpg?ID=1426095
Tondino au marli fleuri			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501310	04-501310	Ecouen, musée national de la Renaissance	E.Cl.8339	https://images.grandpalaisrmn.fr/thumb.php/00290318.jpg?ID=460355
Plat au bouquet de jacinthes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502352	04-502352	Ecouen, musée national de la Renaissance	E.Cl.8548	https://images.grandpalaisrmn.fr/thumb.php/00288799.jpg?ID=1340065
Plat aux longues tiges fleuries			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501355	04-501355	Ecouen, musée national de la Renaissance	E.Cl.8544	https://images.grandpalaisrmn.fr/thumb.php/00288795.jpg?ID=778398
Plat aux quatre médaillon chantournés			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502326	04-502326	Ecouen, musée national de la Renaissance	E.Cl.8500	https://images.grandpalaisrmn.fr/thumb.php/00287237.jpg?ID=655165
Plat au cyprès bleu et aux oeillets rouges			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501329	04-501329	Ecouen, musée national de la Renaissance	E.Cl.8454	https://images.grandpalaisrmn.fr/thumb.php/00287227.jpg?ID=1427003
Plat au bouquet fin			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502344	04-502344	Ecouen, musée national de la Renaissance	E.Cl.8514	https://images.grandpalaisrmn.fr/thumb.php/00284132.jpg?ID=909794
Plat à motif rayonnant sur fond vert			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502109	04-502109	Ecouen, musée national de la Renaissance	E.Cl.8253	https://images.grandpalaisrmn.fr/thumb.php/00282571.jpg?ID=1437853
Plat aux oeillets, tulipes et feuille saz		1575	glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501175	04-501175	Ecouen, musée national de la Renaissance	E.Cl.21123	https://images.grandpalaisrmn.fr/thumb.php/00281046.jpg?ID=789435
Plat à marli chantourné aux grandes tiges de jacinthe, d'oeillet et de tulipe			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502190	04-502190	Ecouen, musée national de la Renaissance	E.Cl.8119	https://images.grandpalaisrmn.fr/thumb.php/00279538.jpg?ID=1504830
Tondino à la palme bleue			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501193	04-501193	Ecouen, musée national de la Renaissance	E.Cl.8090	https://images.grandpalaisrmn.fr/thumb.php/00279536.jpg?ID=455289
Plat à décor de barques à la voile déployée			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501765	04-501765	Ecouen, musée national de la Renaissance	E.Cl.8353	https://images.grandpalaisrmn.fr/thumb.php/00276429.jpg?ID=1093488
Plat aux trois grenades			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502342	04-502342	Ecouen, musée national de la Renaissance	E.Cl.8509	https://images.grandpalaisrmn.fr/thumb.php/00265472.jpg?ID=1447824
Petit plat creux aux trois palmes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501345	04-501345	Ecouen, musée national de la Renaissance	E.Cl.8502	https://images.grandpalaisrmn.fr/thumb.php/00265471.jpg?ID=1021556
Plat aux tulipes bleues et à la tige de jacinthe			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501371	04-501371	Ecouen, musée national de la Renaissance	E.Cl.9578	https://images.grandpalaisrmn.fr/thumb.php/00264004.jpg?ID=1112637
Pichet aux animaux			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502368	04-502368	Ecouen, musée national de la Renaissance	E.Cl.9287	https://images.grandpalaisrmn.fr/thumb.php/00263999.jpg?ID=267604
Plat aux quatre bouquets			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502306	04-502306	Ecouen, musée national de la Renaissance	E.Cl.8434	https://images.grandpalaisrmn.fr/thumb.php/00262462.jpg?ID=944414
Tondino au marli fleuri			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501309	04-501309	Ecouen, musée national de la Renaissance	E.Cl.8339	https://images.grandpalaisrmn.fr/thumb.php/00262461.jpg?ID=661539
Plat à la frise d'animaux passant sur le marli			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501792	04-501792	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/00259341.jpg?ID=962908
Plat à la frise d'animaux passant sur le marli			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501801	04-501801	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/00257769.jpg?ID=921442
Plat aux branches cassées			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501982	04-501982	Ecouen, musée national de la Renaissance	E.Cl.8208	https://images.grandpalaisrmn.fr/thumb.php/00256238.jpg?ID=610736
Grande coupe à pied aux feuilles bleues sur fond rouge			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501910	04-501910	Ecouen, musée national de la Renaissance	E.Cl.8394	https://images.grandpalaisrmn.fr/thumb.php/00254660.jpg?ID=449984
Plat au shemseh vert			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501963	04-501963	Ecouen, musée national de la Renaissance	E.Cl.8105	https://images.grandpalaisrmn.fr/thumb.php/00253133.jpg?ID=1510586
Plat aux fleurons sur fond de spirales			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501891	04-501891	Ecouen, musée national de la Renaissance	E.Cl.8245	https://images.grandpalaisrmn.fr/thumb.php/00251599.jpg?ID=1313233
Plat à la rosace et au médaillon sur fond de spirales en réserve			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501918	04-501918	Ecouen, musée national de la Renaissance	E.Cl.8511	https://images.grandpalaisrmn.fr/thumb.php/00250104.jpg?ID=1512077
Plat à décor de sequins sur fond d'écailles			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502269	04-502269	Ecouen, musée national de la Renaissance	ECL8288	https://images.grandpalaisrmn.fr/thumb.php/00248555.jpg?ID=1312254
Plat aux quatre bouquets et cyprès			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501272	04-501272	Ecouen, musée national de la Renaissance	E.Cl.8226	https://images.grandpalaisrmn.fr/thumb.php/00248553.jpg?ID=1428223
Plat aux trois feuilles saz		1590	siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501211	04-501211	Ecouen, musée national de la Renaissance	E.Cl.8138	https://images.grandpalaisrmn.fr/thumb.php/00247023.jpg?ID=262666
Plat au bouquet rayonnant entre deux tiges de jacinthe			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502208	04-502208	Ecouen, musée national de la Renaissance	E.Cl.8133	https://images.grandpalaisrmn.fr/thumb.php/00247022.jpg?ID=1371557
Plat à décor de grandes feuilles sâz et lambrequin			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502343	04-502343	Ecouen, musée national de la Renaissance	E.Cl.8510	https://images.grandpalaisrmn.fr/thumb.php/00245518.jpg?ID=273896
